0.11626303	0.17170559	-0.13234389	0.012107875	0.24371725	-0.025759019	0.11707198	0.046946306	-0.06802031	0.17737184	0.07958794	0.040810548	0.19443063	0.13641457	0.06897151	-0.034726635
0.08556054	0.23431608	-0.07413429	-0.004671112	0.20829411	-0.017210968	0.09657381	0.017790874	-0.073730215	0.12838736	0.11744403	0.012742235	0.095685065	0.08986194	0.046115473	-0.051606677
0.050216854	0.22324194	-0.059958566	0.06289895	0.13080952	0.030661596	0.045674197	0.049215127	-0.051501714	0.08742587	0.017168757	0.06738715	0.050006542	0.07201059	0.07628121	-0.08033838
0.02581971	0.17290415	-0.09291743	-0.034665737	0.16556972	0.107022986	0.032943085	-0.056256723	-0.092617914	0.015978027	-0.012534019	0.12104564	0.074854545	0.065393165	-0.049914	0.023232147
0.09653336	0.174854	-0.11881399	-0.05490727	0.22228713	0.023422522	0.09005134	-0.07434386	-0.10491221	0.047109827	0.06385971	0.09331664	0.02866456	0.11293405	-0.038426753	0.020589197
0.09017776	0.14514083	0.042003203	0.018790685	0.14186916	-0.08593252	0.14913215	0.066548645	0.025589965	0.1348441	0.06254778	-0.041728538	0.09822613	0.14368545	0.078463614	-0.030975146
-0.014624642	0.18576337	-0.15455647	-0.11197743	0.1085386	0.13411817	-0.039880116	-0.12411554	-0.19296856	-0.06070017	-0.074470654	0.1616389	-0.050242767	0.022408044	-0.15575738	0.11486503
-0.1282898	0.30360475	-0.14417507	-0.15117067	-0.026024288	0.18103747	-0.07394082	-0.13314962	-0.23386331	-0.058188915	-0.12816684	0.19878438	-0.08193855	-0.07630937	-0.12945274	0.19736014
0.087160274	0.09291685	0.0033153046	0.056851994	0.15912417	-0.024509694	0.10353747	0.005872327	-0.012645289	0.10162233	0.08981992	-0.010789998	0.12002923	0.07695667	0.01599166	-0.018094001
-0.048075587	0.19791725	-0.15764616	-0.1533358	0.01897302	0.123086944	-0.046331406	-0.14024438	-0.120857276	-0.11659787	-0.1220663	0.14059103	-0.0541399	-0.11120093	-0.14066142	0.10757335
0.24961695	-0.20393276	0.25394887	0.25590366	0.33145145	-0.25955892	0.20965464	0.2610752	0.20678754	0.26783758	0.31702042	-0.23416708	0.29328603	0.32013282	0.27504298	-0.28954512
0.028722623	0.28817964	-0.0719263	-0.028935676	0.11792509	0.06535563	0.075030774	-0.042988207	-0.082005	0.094077006	0.025947917	0.10670181	0.07676566	0.007664047	0.003817705	0.027739482
0.20831823	-0.106578134	0.14225076	0.2167847	0.27904302	-0.1394641	0.22209	0.19505312	0.21053939	0.18225165	0.21756828	-0.20020369	0.2523141	0.20026006	0.21684904	-0.19457713
0.13673772	0.12380172	0.022649517	0.13225624	0.20122404	-0.04409228	0.080504656	0.10984548	0.08700914	0.1248546	0.1274331	-0.05331309	0.17021598	0.11463147	0.14697629	-0.0813738
-0.18138586	0.27981973	-0.2413991	-0.15108642	-0.005986201	0.2143685	-0.19145527	-0.2304391	-0.22601189	-0.11793815	-0.1501738	0.23773955	-0.10563407	-0.084846765	-0.2157228	0.21160522
0.04604927	0.21874969	-0.0904443	0.0045122784	0.067561254	0.039040543	0.069584265	-0.015252521	-0.012100513	0.023986116	0.057755277	0.00522161	0.05827864	0.07435894	-0.027783887	-0.0262494
-0.20138152	0.2853732	-0.26328322	-0.26484567	-0.28551316	0.2769094	-0.2556638	-0.23089567	-0.30226707	-0.279385	-0.23735332	0.23484655	-0.2488186	-0.28154644	-0.22778195	0.22090493
0.123219654	0.045938198	-0.0026207387	0.062217806	0.22418654	-0.042419445	0.103073604	0.09797942	0.009621743	0.15492555	0.11314377	-0.037059296	0.16585177	0.10226523	0.13314988	-0.12328845
0.11507657	0.015234692	0.078248754	0.06648726	0.1639898	-0.12773304	0.15039705	0.12955932	0.060910266	0.11509658	0.1335461	-0.13269708	0.12196452	0.20110002	0.08372957	-0.14766577
0.009767035	0.21006812	-0.13107568	-0.03172173	0.045366373	0.0756899	-0.007906873	-0.07611018	-0.09963345	0.043727636	-0.044822037	0.08732552	0.013265555	0.0076190946	-0.01483115	0.07646652
0.33883864	-0.36295214	0.34391484	0.30057108	0.3606314	-0.3736282	0.32663387	0.31005996	0.34923682	0.35455805	0.38601416	-0.32106686	0.35617617	0.32557702	0.37304378	-0.29269382
-0.0017819536	0.25427634	-0.15365258	-0.060284663	0.10406217	0.14541872	-0.043517705	-0.066447176	-0.13861233	-0.04295697	-0.032414533	0.10325785	-0.07695212	0.004348814	-0.07716106	0.03578927
-0.23039557	0.32538995	-0.25617325	-0.25191236	-0.24679768	0.22644503	-0.22720426	-0.23865259	-0.2702052	-0.26898193	-0.2790826	0.25295824	-0.27945337	-0.26702085	-0.22366916	0.2826247
-0.30261263	0.38586158	-0.3118066	-0.27672634	-0.40420616	0.35302168	-0.37159008	-0.36286962	-0.3202826	-0.32209003	-0.37169194	0.3322384	-0.32461977	-0.38773862	-0.33525062	0.34603894
-0.01522283	0.26572183	-0.1965212	-0.08627781	0.102403566	0.09515779	-0.026406968	-0.15476151	-0.19369107	-0.058545433	-0.06746918	0.18067387	-0.0668681	-0.037842277	-0.105614215	0.10611982
-0.09093053	0.11129807	-0.12419102	-0.10036763	0.027691772	0.10020008	-0.11805847	-0.14849491	-0.1188698	-0.08089308	-0.07167251	0.17820597	-0.090025604	-0.09282192	-0.14137147	0.056430936
0.14112583	0.09149134	0.039687533	0.104189605	0.13037331	-0.033658125	0.09798969	0.08998406	0.071207404	0.1490702	0.08254538	-0.06500991	0.100156546	0.17055048	0.10649095	-0.114161044
0.12309591	-0.046477716	0.06879777	0.12923075	0.21895193	-0.052991357	0.17270425	0.054042283	0.06516725	0.0957964	0.08774942	-0.10915679	0.13388065	0.17656784	0.16283236	-0.113178454
-0.24780841	0.30405885	-0.20039837	-0.24271588	-0.26107213	0.28440157	-0.27174637	-0.22720073	-0.25392786	-0.21534835	-0.22520313	0.21000826	-0.2494488	-0.25318816	-0.22504818	0.23128863
0.17852744	-0.18206896	0.2249713	0.24204616	0.3008526	-0.20664136	0.24156483	0.21495979	0.1920637	0.2466241	0.2837112	-0.21836746	0.21524723	0.23338832	0.23367809	-0.20526841
-0.04866544	0.19803487	-0.18959013	-0.091447204	0.008713665	0.16515179	-0.07341272	-0.08075181	-0.12256381	-0.10564894	-0.087046444	0.15008254	-0.054067798	-0.08752488	-0.07106764	0.1139564
0.10912041	0.1610872	-0.01832547	0.03145465	0.098938584	-0.076473415	0.055189386	0.013211077	-0.047519732	0.08761333	0.12103401	0.008822466	0.060598176	0.082913496	0.08201484	-0.04630938
-0.148187	0.2974832	-0.16178313	-0.14849104	-0.079356164	0.1446288	-0.085569665	-0.119362235	-0.23157749	-0.14519691	-0.13049422	0.19513121	-0.15768616	-0.15192617	-0.19266978	0.19348909
0.06072278	0.22298199	-0.08960896	0.0021165942	0.096510194	0.070809014	0.007092306	-0.015147601	-0.07399804	0.049108174	-0.013346148	0.083526015	0.042337053	-0.0036681024	-0.061687578	0.023336593
0.21580517	-0.22283706	0.23722345	0.26467702	0.29216275	-0.28521293	0.19724306	0.18739666	0.21153657	0.2778079	0.29448575	-0.21703143	0.23357001	0.29289678	0.22660254	-0.27243704
